,yearstart,locationabbr,locationdesc,topic,question,datavalueunit,datavaluetype,datavalue,datavaluefootnote,stratificationcategory1,stratification1,geolocation
244291,2021,SC,South Carolina,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,38.1,,Sex,Female,POINT (-81.04537120699968 33.998821303000454)
244309,2021,PR,Puerto Rico,Arthritis,Severe joint pain among adults with arthritis,%,Crude Prevalence,66.6,,Sex,Female,POINT (-66.590149 18.220833)
244325,2021,RI,Rhode Island,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,16.6,,Sex,Female,POINT (-71.52247031399963 41.70828019300046)
244348,2021,OR,Oregon,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,33.1,,Sex,Male,POINT (-120.15503132599969 44.56744942400047)
244355,2021,SC,South Carolina,Lung Disease,Current smokeless tobacco use among high school students,%,Crude Prevalence,3.5,,Sex,Male,POINT (-81.04537120699968 33.998821303000454)
244371,2021,OK,Oklahoma,Lung Disease,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,27.2,,Sex,Female,POINT (-97.52107021399968 35.47203135600046)
244375,2021,SD,South Dakota,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,16.5,,Sex,Male,POINT (-100.3735306369997 44.353130053000484)
244388,2021,TN,Tennessee,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,35.5,,Sex,Female,POINT (-85.77449091399967 35.68094058000048)
244396,2021,TX,Texas,Asthma,Current asthma among adults,%,Crude Prevalence,11.9,,Sex,Female,POINT (-99.42677020599967 31.827240407000488)
244397,2021,PR,Puerto Rico,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,41.0,,Sex,Female,POINT (-66.590149 18.220833)
244412,2021,PR,Puerto Rico,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,8.9,,Sex,Female,POINT (-66.590149 18.220833)
244427,2021,SD,South Dakota,Arthritis,Arthritis among adults,%,Crude Prevalence,27.3,,Sex,Female,POINT (-100.3735306369997 44.353130053000484)
244457,2021,TN,Tennessee,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,40.2,,Sex,Male,POINT (-85.77449091399967 35.68094058000048)
244461,2021,TN,Tennessee,Lung Disease,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,14.9,,Sex,Male,POINT (-85.77449091399967 35.68094058000048)
244523,2021,OR,Oregon,Mental Health,Depression among adults,%,Crude Prevalence,31.4,,Sex,Female,POINT (-120.15503132599969 44.56744942400047)
244561,2021,TN,Tennessee,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,40.2,,Sex,Male,POINT (-85.77449091399967 35.68094058000048)
244633,2021,RI,Rhode Island,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.7,,Sex,Female,POINT (-71.52247031399963 41.70828019300046)
244680,2021,TN,Tennessee,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,21.3,,Sex,Female,POINT (-85.77449091399967 35.68094058000048)
244725,2021,TN,Tennessee,Disability,Adults with any disability,%,Crude Prevalence,35.3,,Sex,Female,POINT (-85.77449091399967 35.68094058000048)
244727,2021,TX,Texas,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,21.1,,Sex,Male,POINT (-99.42677020599967 31.827240407000488)
244737,2021,TN,Tennessee,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,69.2,,Sex,Female,POINT (-85.77449091399967 35.68094058000048)
244742,2021,TN,Tennessee,Asthma,Current asthma among adults,%,Crude Prevalence,14.6,,Sex,Female,POINT (-85.77449091399967 35.68094058000048)
244797,2021,PA,Pennsylvania,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,12.3,,Sex,Male,POINT (-77.86070029399963 40.79373015200048)
244806,2021,TX,Texas,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,34.8,,Sex,Male,POINT (-99.42677020599967 31.827240407000488)
244807,2021,PA,Pennsylvania,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,18.8,,Sex,Male,POINT (-77.86070029399963 40.79373015200048)
244832,2021,TN,Tennessee,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,17.4,,Sex,Female,POINT (-85.77449091399967 35.68094058000048)
244869,2021,SC,South Carolina,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,37.5,,Sex,Female,POINT (-81.04537120699968 33.998821303000454)
244871,2021,OR,Oregon,Asthma,Current asthma among adults,%,Crude Prevalence,15.3,,Sex,Female,POINT (-120.15503132599969 44.56744942400047)
244900,2021,OR,Oregon,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,18.7,,Sex,Female,POINT (-120.15503132599969 44.56744942400047)
244905,2021,PA,Pennsylvania,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,30.8,,Sex,Female,POINT (-77.86070029399963 40.79373015200048)
244962,2021,OK,Oklahoma,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,20.4,,Sex,Male,POINT (-97.52107021399968 35.47203135600046)
245087,2021,PR,Puerto Rico,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,5.9,,Sex,Male,POINT (-66.590149 18.220833)
245092,2021,TX,Texas,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.8,,Sex,Female,POINT (-99.42677020599967 31.827240407000488)
245100,2021,TN,Tennessee,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,41.5,,Sex,Male,POINT (-85.77449091399967 35.68094058000048)
245115,2021,SD,South Dakota,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,15.9,,Sex,Male,POINT (-100.3735306369997 44.353130053000484)
245148,2021,PR,Puerto Rico,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,42.2,,Sex,Male,POINT (-66.590149 18.220833)
245173,2021,RI,Rhode Island,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,36.7,,Sex,Female,POINT (-71.52247031399963 41.70828019300046)
245184,2021,SC,South Carolina,Disability,Adults with any disability,%,Crude Prevalence,31.8,,Sex,Female,POINT (-81.04537120699968 33.998821303000454)
245190,2021,PR,Puerto Rico,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,44.1,,Sex,Female,POINT (-66.590149 18.220833)
245254,2021,TX,Texas,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,14.7,,Sex,Female,POINT (-99.42677020599967 31.827240407000488)
245272,2021,SD,South Dakota,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,85.4,,Sex,Female,POINT (-100.3735306369997 44.353130053000484)
245296,2021,RI,Rhode Island,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,13.5,,Sex,Male,POINT (-71.52247031399963 41.70828019300046)
245366,2021,RI,Rhode Island,Lung Disease,Quit attempts in the past year among adult current smokers,%,Crude Prevalence,63.7,,Sex,Female,POINT (-71.52247031399963 41.70828019300046)
245372,2021,OR,Oregon,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,33.6,,Sex,Male,POINT (-120.15503132599969 44.56744942400047)
245405,2021,OK,Oklahoma,Lung Disease,Current electronic vapor product use among high school students,%,Crude Prevalence,17.3,,Sex,Male,POINT (-97.52107021399968 35.47203135600046)
245420,2021,PA,Pennsylvania,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,15.7,,Sex,Female,POINT (-77.86070029399963 40.79373015200048)
245455,2021,SC,South Carolina,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,36.9,,Sex,Male,POINT (-81.04537120699968 33.998821303000454)
245465,2021,PA,Pennsylvania,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,38.4,,Sex,Female,POINT (-77.86070029399963 40.79373015200048)
245468,2021,SC,South Carolina,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,70.6,,Sex,Female,POINT (-81.04537120699968 33.998821303000454)
245512,2021,TX,Texas,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,35.1,,Sex,Male,POINT (-99.42677020599967 31.827240407000488)
245517,2021,PA,Pennsylvania,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,29.3,,Sex,Male,POINT (-77.86070029399963 40.79373015200048)
245558,2021,SC,South Carolina,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,27.9,,Sex,Male,POINT (-81.04537120699968 33.998821303000454)
245584,2021,SC,South Carolina,Diabetes,Diabetes among adults,%,Crude Prevalence,14.2,,Sex,Female,POINT (-81.04537120699968 33.998821303000454)
245592,2021,RI,Rhode Island,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,12.8,,Sex,Female,POINT (-71.52247031399963 41.70828019300046)
245617,2021,RI,Rhode Island,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,68.3,,Sex,Male,POINT (-71.52247031399963 41.70828019300046)
245624,2021,SD,South Dakota,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,39.3,,Sex,Female,POINT (-100.3735306369997 44.353130053000484)
245626,2021,RI,Rhode Island,Arthritis,Severe joint pain among adults with arthritis,%,Crude Prevalence,30.4,,Sex,Female,POINT (-71.52247031399963 41.70828019300046)
245669,2021,SC,South Carolina,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,17.7,,Sex,Male,POINT (-81.04537120699968 33.998821303000454)
245683,2021,TX,Texas,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,12.4,,Sex,Male,POINT (-99.42677020599967 31.827240407000488)
245710,2022,MS,Mississippi,Asthma,Current asthma among adults,%,Crude Prevalence,11.3,,Sex,Female,POINT (-89.53803082499968 32.745510099000455)
245736,2021,PR,Puerto Rico,Arthritis,Arthritis among adults,%,Crude Prevalence,14.4,,Sex,Male,POINT (-66.590149 18.220833)
245802,2021,TX,Texas,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,43.0,,Sex,Female,POINT (-99.42677020599967 31.827240407000488)
245862,2021,OK,Oklahoma,Mental Health,Depression among adults,%,Crude Prevalence,17.2,,Sex,Male,POINT (-97.52107021399968 35.47203135600046)
245915,2021,PA,Pennsylvania,Lung Disease,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,17.1,,Sex,Male,POINT (-77.86070029399963 40.79373015200048)
245920,2021,SD,South Dakota,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,38.4,,Sex,Male,POINT (-100.3735306369997 44.353130053000484)
245923,2021,SD,South Dakota,Lung Disease,Current electronic vapor product use among high school students,%,Crude Prevalence,18.2,,Sex,Female,POINT (-100.3735306369997 44.353130053000484)
245959,2021,TX,Texas,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,68.1,,Sex,Male,POINT (-99.42677020599967 31.827240407000488)
245991,2021,RI,Rhode Island,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,12.9,,Sex,Female,POINT (-71.52247031399963 41.70828019300046)
246007,2021,TN,Tennessee,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,87.6,,Sex,Female,POINT (-85.77449091399967 35.68094058000048)
246037,2021,PA,Pennsylvania,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,33.4,,Sex,Female,POINT (-77.86070029399963 40.79373015200048)
246064,2021,SC,South Carolina,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,40.8,,Sex,Female,POINT (-81.04537120699968 33.998821303000454)
246106,2021,OR,Oregon,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,31.5,,Sex,Female,POINT (-120.15503132599969 44.56744942400047)
246276,2021,SC,South Carolina,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,10.0,,Sex,Female,POINT (-81.04537120699968 33.998821303000454)
246320,2021,PR,Puerto Rico,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,4.0,,Sex,Male,POINT (-66.590149 18.220833)
246345,2021,PR,Puerto Rico,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,5.4,,Sex,Female,POINT (-66.590149 18.220833)
246347,2021,TX,Texas,Arthritis,Arthritis among adults,%,Crude Prevalence,24.9,,Sex,Female,POINT (-99.42677020599967 31.827240407000488)
246352,2021,TX,Texas,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,61.5,,Sex,Male,POINT (-99.42677020599967 31.827240407000488)
246396,2021,PR,Puerto Rico,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,7.5,,Sex,Female,POINT (-66.590149 18.220833)
246408,2021,PR,Puerto Rico,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,12.3,,Sex,Male,POINT (-66.590149 18.220833)
246417,2021,OR,Oregon,Diabetes,Diabetes among adults,%,Crude Prevalence,9.0,,Sex,Female,POINT (-120.15503132599969 44.56744942400047)
246462,2021,OR,Oregon,Arthritis,Arthritis among adults,%,Crude Prevalence,30.7,,Sex,Female,POINT (-120.15503132599969 44.56744942400047)
246488,2021,OK,Oklahoma,Lung Disease,Current smokeless tobacco use among high school students,%,Crude Prevalence,2.9,,Sex,Male,POINT (-97.52107021399968 35.47203135600046)
246527,2021,OK,Oklahoma,Disability,Adults with any disability,%,Crude Prevalence,36.7,,Sex,Female,POINT (-97.52107021399968 35.47203135600046)
246612,2021,PA,Pennsylvania,Lung Disease,Current smokeless tobacco use among high school students,%,Crude Prevalence,5.4,,Sex,Male,POINT (-77.86070029399963 40.79373015200048)
246671,2021,RI,Rhode Island,Asthma,Current asthma among adults,%,Crude Prevalence,10.9,,Sex,Male,POINT (-71.52247031399963 41.70828019300046)
246770,2022,MD,Maryland,Asthma,Current asthma among adults,%,Crude Prevalence,13.3,,Sex,Female,POINT (-76.60926011099963 39.29058096400047)
246780,2021,TN,Tennessee,Lung Disease,Current smokeless tobacco use among high school students,%,Crude Prevalence,3.5,,Sex,Male,POINT (-85.77449091399967 35.68094058000048)
246805,2021,PR,Puerto Rico,Disability,Adults with any disability,%,Crude Prevalence,45.2,,Sex,Female,POINT (-66.590149 18.220833)
246840,2021,PR,Puerto Rico,Asthma,Current asthma among adults,%,Crude Prevalence,14.4,,Sex,Female,POINT (-66.590149 18.220833)
246911,2021,OR,Oregon,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,25.2,,Sex,Male,POINT (-120.15503132599969 44.56744942400047)
246982,2021,SC,South Carolina,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,13.4,,Sex,Male,POINT (-81.04537120699968 33.998821303000454)
246984,2021,PA,Pennsylvania,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,35.6,,Sex,Male,POINT (-77.86070029399963 40.79373015200048)
246985,2021,PA,Pennsylvania,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,10.2,,Sex,Female,POINT (-77.86070029399963 40.79373015200048)
247055,2022,RI,Rhode Island,Asthma,Current asthma among adults,%,Crude Prevalence,11.4,,Sex,Male,POINT (-71.52247031399963 41.70828019300046)
247092,2021,PA,Pennsylvania,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,68.1,,Sex,Female,POINT (-77.86070029399963 40.79373015200048)
247308,2021,SC,South Carolina,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,19.0,,Sex,Male,POINT (-81.04537120699968 33.998821303000454)
247368,2021,PR,Puerto Rico,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,21.1,,Sex,Female,POINT (-66.590149 18.220833)
